video_id,video_name,frame_name,timestamp,action_triplet,L-O_triplet,L-O_action_verb_id,L-O_action_verb_class,L-O_action_bbox,left_hand_bbox,O1_class,O1_bbox,R-O_triplet,R-O_action_verb id,R-O_action_verb class,R-O_action_bbox,right_hand_bbox,O2_class,O2_bbox,O-O_triplet,O-O_action_verb_id,O-O_action_verb_class,O-O_action_bbox,subject_class,subject_bbox,object_class,object_bbox,clip_id,clip_name,action_verb triplet,action_verb triplet_id
86,k_86,img_000031.jpg,1.24,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 334.5637219922934, 'y': 92.0816326530612, 'width': 198.98729841586987, 'height': 139.4651063222492}","{'x': 334.3928035982009, 'y': 91.3943028485757, 'width': 159.0404797601199, 'height': 143.928035982009}",apple-middle,"{'x': 348.0659670164917, 'y': 133.85307346326834, 'width': 98.59070464767619, 'height': 99.02550822490852}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000032.jpg,1.28,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 335.9063793349507, 'y': 92.0816326530612, 'width': 197.6446410732125, 'height': 138.12244897959187}","{'x': 336.4958434155264, 'y': 91.3943028485757, 'width': 165.75376647340664, 'height': 141.91404996802297}",apple-middle,"{'x': 356.882293547104, 'y': 127.97552244286018, 'width': 98.59070464767619, 'height': 105.06746626686656}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000033.jpg,1.32,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 343.29099471956613, 'y': 90.73897531040386, 'width': 190.26002568859712, 'height': 139.4651063222492}","{'x': 343.2091301288131, 'y': 91.3943028485757, 'width': 157.0264937461339, 'height': 139.2287352827083}",apple-middle,"{'x': 355.5396362044466, 'y': 125.29020775754549, 'width': 98.59070464767619, 'height': 105.06746626686656}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000034.jpg,1.36,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 335.2350506636221, 'y': 89.39631796774651, 'width': 198.3159697445412, 'height': 140.80776366490656}","{'x': 333.81052873021173, 'y': 91.3943028485757, 'width': 168.4390811587213, 'height': 136.5434205973936}",apple-middle,"{'x': 357.8618853838387, 'y': 115.24082856530916, 'width': 98.59070464767619, 'height': 105.06746626686656}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000035.jpg,1.4,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 343.29099471956613, 'y': 92.0816326530612, 'width': 190.26002568859712, 'height': 140.13643499357786}","{'x': 343.2091301288131, 'y': 91.3943028485757, 'width': 159.04047976011992, 'height': 143.928035982009}",apple-middle,"{'x': 357.8618853838387, 'y': 115.24082856530916, 'width': 98.59070464767619, 'height': 105.06746626686656}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000036.jpg,1.44,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 342.61966604823743, 'y': 92.0816326530612, 'width': 190.93135435992582, 'height': 140.80776366490656}","{'x': 343.2091301288131, 'y': 91.3943028485757, 'width': 159.04047976011992, 'height': 143.928035982009}",apple-middle,"{'x': 357.8618853838387, 'y': 115.24082856530916, 'width': 98.59070464767619, 'height': 105.06746626686656}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000037.jpg,1.48,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 343.29099471956613, 'y': 92.0816326530612, 'width': 190.26002568859712, 'height': 141.47909233623523}","{'x': 343.2091301288131, 'y': 91.3943028485757, 'width': 159.04047976011992, 'height': 143.928035982009}",apple-middle,"{'x': 357.8618853838387, 'y': 104.46531836122753, 'width': 98.59070464767619, 'height': 105.06746626686656}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000038.jpg,1.52,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.714285714285694, 'width': 182.20408163265307, 'height': 170.44897959183677}","{'x': 340.2703546186091, 'y': 61.026955909800186, 'width': 173.73435731114037, 'height': 143.928035982009}",apple-middle,"{'x': 357.8618853838387, 'y': 104.46531836122753, 'width': 98.59070464767619, 'height': 105.06746626686656}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000039.jpg,1.56,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.714285714285694, 'width': 182.20408163265307, 'height': 170.44897959183677}","{'x': 340.2703546186091, 'y': 59.01296989581417, 'width': 168.363727940511, 'height': 145.942021995995}",apple-middle,"{'x': 357.8618853838387, 'y': 104.46531836122753, 'width': 98.59070464767619, 'height': 105.06746626686656}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000040.jpg,1.6,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.71428571428569, 'width': 188.24603967461113, 'height': 170.44897959183677}","{'x': 340.2703546186091, 'y': 61.026955909800186, 'width': 173.73435731114037, 'height': 143.928035982009}",apple-middle,"{'x': 349.04555885322645, 'y': 103.48572652449285, 'width': 98.59070464767619, 'height': 105.06746626686656}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000041.jpg,1.64,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.71428571428569, 'width': 186.2320536606251, 'height': 148.0827743684887}","{'x': 340.2703546186091, 'y': 61.026955909800186, 'width': 173.73435731114037, 'height': 143.928035982009}",apple-middle,"{'x': 349.04555885322645, 'y': 103.48572652449285, 'width': 98.59070464767619, 'height': 105.06746626686656}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000042.jpg,1.68,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.71428571428569, 'width': 188.9173683459398, 'height': 152.7820750677894}","{'x': 340.2703546186091, 'y': 61.026955909800186, 'width': 173.73435731114037, 'height': 143.928035982009}",apple-middle,"{'x': 349.04555885322645, 'y': 103.48572652449285, 'width': 98.59070464767619, 'height': 105.06746626686656}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000043.jpg,1.72,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.714285714285694, 'width': 182.20408163265307, 'height': 142.04081632653066}","{'x': 340.2703546186091, 'y': 61.026955909800186, 'width': 173.73435731114037, 'height': 143.928035982009}",apple-middle,"{'x': 349.04555885322645, 'y': 103.48572652449285, 'width': 98.59070464767619, 'height': 105.06746626686656}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000044.jpg,1.76,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.714285714285694, 'width': 182.20408163265307, 'height': 142.04081632653066}","{'x': 340.2703546186091, 'y': 61.026955909800186, 'width': 173.73435731114037, 'height': 143.928035982009}",apple-middle,"{'x': 349.04555885322645, 'y': 103.48572652449285, 'width': 98.59070464767619, 'height': 105.06746626686656}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000045.jpg,1.8,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.714285714285694, 'width': 182.20408163265307, 'height': 142.04081632653066}","{'x': 340.2703546186091, 'y': 61.026955909800186, 'width': 173.73435731114037, 'height': 143.928035982009}",apple-middle,"{'x': 349.04555885322645, 'y': 103.48572652449285, 'width': 98.59070464767619, 'height': 105.06746626686656}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000046.jpg,1.84,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.714285714285694, 'width': 182.20408163265307, 'height': 142.04081632653066}","{'x': 340.2703546186091, 'y': 61.026955909800186, 'width': 173.73435731114037, 'height': 143.928035982009}",apple-middle,"{'x': 349.04555885322645, 'y': 103.48572652449285, 'width': 98.59070464767619, 'height': 105.06746626686656}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000047.jpg,1.88,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.714285714285694, 'width': 182.20408163265307, 'height': 142.04081632653066}","{'x': 340.2703546186091, 'y': 61.026955909800186, 'width': 173.73435731114037, 'height': 143.928035982009}",apple-middle,"{'x': 349.04555885322645, 'y': 103.48572652449285, 'width': 98.59070464767619, 'height': 105.06746626686656}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000048.jpg,1.92,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.714285714285694, 'width': 182.20408163265307, 'height': 142.04081632653066}","{'x': 340.2703546186091, 'y': 61.026955909800186, 'width': 173.73435731114037, 'height': 143.928035982009}",apple-middle,"{'x': 349.04555885322645, 'y': 103.48572652449285, 'width': 98.59070464767619, 'height': 105.06746626686656}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000049.jpg,1.96,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.714285714285694, 'width': 182.20408163265307, 'height': 142.04081632653066}","{'x': 326.172452520707, 'y': 61.69828458112886, 'width': 173.73435731114037, 'height': 143.928035982009}",apple-middle,"{'x': 347.08637517975706, 'y': 91.73062448367652, 'width': 98.59070464767619, 'height': 95.27154789951963}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000050.jpg,2,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.714285714285694, 'width': 182.20408163265307, 'height': 142.04081632653066}","{'x': 328.186438534693, 'y': 62.36961325245753, 'width': 173.73435731114037, 'height': 143.928035982009}",apple-middle,"{'x': 347.08637517975706, 'y': 91.73062448367652, 'width': 98.59070464767619, 'height': 95.27154789951963}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000051.jpg,2.04,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.714285714285694, 'width': 182.20408163265307, 'height': 142.04081632653066}","{'x': 328.85776720602166, 'y': 62.36961325245753, 'width': 173.73435731114037, 'height': 143.928035982009}",apple-middle,"{'x': 345.072389165771, 'y': 93.07328182633385, 'width': 100.6046906616622, 'height': 93.92889055686229}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000052.jpg,2.08,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.714285714285694, 'width': 182.20408163265307, 'height': 142.04081632653066}","{'x': 340.2703546186091, 'y': 61.026955909800186, 'width': 173.73435731114037, 'height': 143.928035982009}",apple-middle,"{'x': 347.086375179757, 'y': 81.66069441374644, 'width': 96.57671863369018, 'height': 105.3414779694497}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000053.jpg,2.12,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.714285714285694, 'width': 182.20408163265307, 'height': 142.04081632653066}","{'x': 340.2703546186091, 'y': 61.026955909800186, 'width': 173.73435731114037, 'height': 143.928035982009}",apple-middle,"{'x': 347.08637517975706, 'y': 91.73062448367652, 'width': 98.59070464767619, 'height': 95.27154789951963}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000054.jpg,2.16,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.714285714285694, 'width': 182.20408163265307, 'height': 142.04081632653066}","{'x': 340.2703546186091, 'y': 61.026955909800186, 'width': 173.73435731114037, 'height': 143.928035982009}",apple-middle,"{'x': 347.08637517975706, 'y': 91.73062448367652, 'width': 98.59070464767619, 'height': 95.27154789951963}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000055.jpg,2.2,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.714285714285694, 'width': 182.20408163265307, 'height': 142.04081632653066}","{'x': 326.172452520707, 'y': 61.02695590980019, 'width': 187.83225940904248, 'height': 138.55740661137963}",apple-middle,"{'x': 343.058403151785, 'y': 84.34600909906113, 'width': 99.26203331900486, 'height': 100.642177270149}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000056.jpg,2.24,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.71428571428569, 'width': 209.05722848579993, 'height': 146.0687883545027}","{'x': 328.186438534693, 'y': 61.02695590980019, 'width': 185.81827339505648, 'height': 142.58537863935166}",apple-middle,"{'x': 337.6877737811556, 'y': 82.33202308507512, 'width': 106.64664870362024, 'height': 101.98483461280634}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000057.jpg,2.28,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.71428571428569, 'width': 209.05722848579993, 'height': 146.0687883545027}","{'x': 328.186438534693, 'y': 61.02695590980019, 'width': 185.81827339505648, 'height': 142.58537863935166}",apple-middle,"{'x': 337.6877737811556, 'y': 82.33202308507512, 'width': 106.64664870362024, 'height': 101.98483461280634}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000058.jpg,2.32,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 60.37162837162835, 'width': 212.41387184244329, 'height': 143.383473669188}","{'x': 328.186438534693, 'y': 63.71227059511487, 'width': 185.81827339505648, 'height': 141.2427212966943}",apple-middle,"{'x': 346.1067833430223, 'y': 85.85307346326836, 'width': 103.96133401830556, 'height': 106.01280664077838}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000059.jpg,2.36,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.714285714285694, 'width': 182.20408163265307, 'height': 142.04081632653066}","{'x': 327.51510986336433, 'y': 60.35562723847152, 'width': 173.73435731114037, 'height': 143.928035982009}",apple-middle,"{'x': 346.1067833430223, 'y': 85.85307346326836, 'width': 102.61867667564822, 'height': 104.67014929812103}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000060.jpg,2.4,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_middle)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-middle']",13,grab,"{'x': 326.85714285714283, 'y': 61.714285714285694, 'width': 182.20408163265307, 'height': 142.04081632653066}","{'x': 327.0629905541021, 'y': 59.12257457684742, 'width': 173.73435731114037, 'height': 143.928035982009}",apple-middle,"{'x': 346.1067833430223, 'y': 85.85307346326836, 'width': 105.97532003229158, 'height': 106.01280664077838}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
86,k_86,img_000061.jpg,2.44,"[{""L-O_triple1"":""none"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,grab,apple_end)""}]",none,none,none,none,none,none,none,"['hand-right', 'grab', 'apple-end']",13,grab,"{'x': 320.2957790925818, 'y': 19.10418117180531, 'width': 205.92159656110056, 'height': 158.14844500052652}","{'x': 318.5607196401799, 'y': 17.27136431784106, 'width': 197.18140929535224, 'height': 141.7691154422788}",apple-end,"{'x': 348.06596701649175, 'y': 57.57121439280353, 'width': 89.23538230884559, 'height': 118.02098950524734}",none,none,none,none,none,none,none,none,2252,k_86_1,"['none', 'grab', 'none']",196
